Mã trường,Trường đào tạo,Ngành,Nhóm ngành,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú,Loại điểm,Thang_diem_goc,Diem_chuan_quy_doi,Mon_he_so_2,TTNV_max,Phan_hieu_co_so,Dieu_kien_gioi_tinh,Ghi_chu_can_review,Ma_nganh_goc,Outlier_diem,Khoi_to_hop
KHA,Đại Học Kinh Tế Quốc Dân,Ngôn ngữ Anh,Công an - Quân đội,7220201,Ngôn ngữ Anh,A01,35.6,Môn Tiếng Anh hệ số 2,THPTQG - Thang 40,40,26.7,Tiếng Anh,,,,FALSE,7220201,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Ngôn ngữ Anh,Công an - Quân đội,7220201,Ngôn ngữ Anh,D01,35.6,Môn Tiếng Anh hệ số 2,THPTQG - Thang 40,40,26.7,Tiếng Anh,,,,FALSE,7220201,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Ngôn ngữ Anh,Công an - Quân đội,7220201,Ngôn ngữ Anh,D09,35.6,Môn Tiếng Anh hệ số 2,THPTQG - Thang 40,40,26.7,Tiếng Anh,,,,FALSE,7220201,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Ngôn ngữ Anh,Công an - Quân đội,7220201,Ngôn ngữ Anh,D10,35.6,Môn Tiếng Anh hệ số 2,THPTQG - Thang 40,40,26.7,Tiếng Anh,,,,FALSE,7220201,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_1,Kinh tế học (ngành Kinh tế),A00,27.2,,THPTQG,30,27.2,,,,,FALSE,7310101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_1,Kinh tế học (ngành Kinh tế),A01,27.2,,THPTQG,30,27.2,,,,,FALSE,7310101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_1,Kinh tế học (ngành Kinh tế),D01,27.2,,THPTQG,30,27.2,,,,,FALSE,7310101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_1,Kinh tế học (ngành Kinh tế),D07,27.2,,THPTQG,30,27.2,,,,,FALSE,7310101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_2,Kinh tế và quản lý đô thị (ngành Kinh tế),A00,27.01,,THPTQG,30,27.01,,,,,FALSE,7310101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_2,Kinh tế và quản lý đô thị (ngành Kinh tế),A01,27.01,,THPTQG,30,27.01,,,,,FALSE,7310101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_2,Kinh tế và quản lý đô thị (ngành Kinh tế),D01,27.01,,THPTQG,30,27.01,,,,,FALSE,7310101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_2,Kinh tế và quản lý đô thị (ngành Kinh tế),D07,27.01,,THPTQG,30,27.01,,,,,FALSE,7310101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_3,Kinh tế và quản lý nguồn nhân lực (ngành Kinh tế),A00,27.34,,THPTQG,30,27.34,,,,,FALSE,7310101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_3,Kinh tế và quản lý nguồn nhân lực (ngành Kinh tế),A01,27.34,,THPTQG,30,27.34,,,,,FALSE,7310101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_3,Kinh tế và quản lý nguồn nhân lực (ngành Kinh tế),D01,27.34,,THPTQG,30,27.34,,,,,FALSE,7310101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_3,Kinh tế và quản lý nguồn nhân lực (ngành Kinh tế),D07,27.34,,THPTQG,30,27.34,,,,,FALSE,7310101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310104,Kinh tế đầu tư,A00,27.4,,THPTQG,30,27.4,,,,,FALSE,7310104,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310104,Kinh tế đầu tư,A01,27.4,,THPTQG,30,27.4,,,,,FALSE,7310104,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310104,Kinh tế đầu tư,D01,27.4,,THPTQG,30,27.4,,,,,FALSE,7310104,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310104,Kinh tế đầu tư,D07,27.4,,THPTQG,30,27.4,,,,,FALSE,7310104,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế phát triển,Kinh tế - Quản trị kinh doanh - Thương Mại,7310105,Kinh tế phát triển,A00,27.2,,THPTQG,30,27.2,,,,,FALSE,7310105,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế phát triển,Kinh tế - Quản trị kinh doanh - Thương Mại,7310105,Kinh tế phát triển,A01,27.2,,THPTQG,30,27.2,,,,,FALSE,7310105,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế phát triển,Kinh tế - Quản trị kinh doanh - Thương Mại,7310105,Kinh tế phát triển,D01,27.2,,THPTQG,30,27.2,,,,,FALSE,7310105,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế phát triển,Kinh tế - Quản trị kinh doanh - Thương Mại,7310105,Kinh tế phát triển,D07,27.2,,THPTQG,30,27.2,,,,,FALSE,7310105,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310106,Kinh tế quốc tế,A00,27.54,,THPTQG,30,27.54,,,,,FALSE,7310106,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310106,Kinh tế quốc tế,A01,27.54,,THPTQG,30,27.54,,,,,FALSE,7310106,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310106,Kinh tế quốc tế,D01,27.54,,THPTQG,30,27.54,,,,,FALSE,7310106,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh tế quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310106,Kinh tế quốc tế,D07,27.54,,THPTQG,30,27.54,,,,,FALSE,7310106,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Thống kê kinh doanh,Toán học và thống kê,7310107,Thống kê kinh tế,A00,36.23,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.17,Toán,,,,FALSE,7310107,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Thống kê kinh doanh,Toán học và thống kê,7310107,Thống kê kinh tế,A01,36.23,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.17,Toán,,,,FALSE,7310107,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Thống kê kinh doanh,Toán học và thống kê,7310107,Thống kê kinh tế,D01,36.23,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.17,Toán,,,,FALSE,7310107,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Thống kê kinh doanh,Toán học và thống kê,7310107,Thống kê kinh tế,D07,36.23,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.17,Toán,,,,FALSE,7310107,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Toán Kinh tế,Toán học và thống kê,7310108,Toán kinh tế,A00,36.2,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.15,Toán,,,,FALSE,7310108,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Toán Kinh tế,Toán học và thống kê,7310108,Toán kinh tế,A01,36.2,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.15,Toán,,,,FALSE,7310108,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Toán Kinh tế,Toán học và thống kê,7310108,Toán kinh tế,D01,36.2,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.15,Toán,,,,FALSE,7310108,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Toán Kinh tế,Toán học và thống kê,7310108,Toán kinh tế,D07,36.2,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.15,Toán,,,,FALSE,7310108,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Quan hệ công chúng,Báo chí - Marketing - Quảng cáo - PR,7320108,Quan hệ công chúng,A01,28.18,,THPTQG,30,28.18,,,,,FALSE,7320108,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Quan hệ công chúng,Báo chí - Marketing - Quảng cáo - PR,7320108,Quan hệ công chúng,D01,28.18,,THPTQG,30,28.18,,,,,FALSE,7320108,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Quan hệ công chúng,Báo chí - Marketing - Quảng cáo - PR,7320108,Quan hệ công chúng,C03,28.18,,THPTQG,30,28.18,,,,,FALSE,7320108,FALSE,C
KHA,Đại Học Kinh Tế Quốc Dân,Quan hệ công chúng,Báo chí - Marketing - Quảng cáo - PR,7320108,Quan hệ công chúng,C04,28.18,,THPTQG,30,28.18,,,,,FALSE,7320108,FALSE,C
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340101,Quản trị kinh doanh,A00,27.15,,THPTQG,30,27.15,,,,,FALSE,7340101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340101,Quản trị kinh doanh,A01,27.15,,THPTQG,30,27.15,,,,,FALSE,7340101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340101,Quản trị kinh doanh,D01,27.15,,THPTQG,30,27.15,,,,,FALSE,7340101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340101,Quản trị kinh doanh,D07,27.15,,THPTQG,30,27.15,,,,,FALSE,7340101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Marketing,Báo chí - Marketing - Quảng cáo - PR,7340115,Marketing,A00,27.78,,THPTQG,30,27.78,,,,,FALSE,7340115,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Marketing,Báo chí - Marketing - Quảng cáo - PR,7340115,Marketing,A01,27.78,,THPTQG,30,27.78,,,,,FALSE,7340115,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Marketing,Báo chí - Marketing - Quảng cáo - PR,7340115,Marketing,D01,27.78,,THPTQG,30,27.78,,,,,FALSE,7340115,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Marketing,Báo chí - Marketing - Quảng cáo - PR,7340115,Marketing,D07,27.78,,THPTQG,30,27.78,,,,,FALSE,7340115,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Bất động sản,Tài chính - Ngân hàng - Bảo hiểm,7340116,Bất động sản,A00,26.83,,THPTQG,30,26.83,,,,,FALSE,7340116,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Bất động sản,Tài chính - Ngân hàng - Bảo hiểm,7340116,Bất động sản,A01,26.83,,THPTQG,30,26.83,,,,,FALSE,7340116,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Bất động sản,Tài chính - Ngân hàng - Bảo hiểm,7340116,Bất động sản,D01,26.83,,THPTQG,30,26.83,,,,,FALSE,7340116,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Bất động sản,Tài chính - Ngân hàng - Bảo hiểm,7340116,Bất động sản,D07,26.83,,THPTQG,30,26.83,,,,,FALSE,7340116,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340120,Kinh doanh quốc tế,A00,27.71,,THPTQG,30,27.71,,,,,FALSE,7340120,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340120,Kinh doanh quốc tế,A01,27.71,,THPTQG,30,27.71,,,,,FALSE,7340120,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340120,Kinh doanh quốc tế,D01,27.71,,THPTQG,30,27.71,,,,,FALSE,7340120,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340120,Kinh doanh quốc tế,D07,27.71,,THPTQG,30,27.71,,,,,FALSE,7340120,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340121,Kinh doanh thương mại,A00,27.57,,THPTQG,30,27.57,,,,,FALSE,7340121,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340121,Kinh doanh thương mại,A01,27.57,,THPTQG,30,27.57,,,,,FALSE,7340121,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340121,Kinh doanh thương mại,D01,27.57,,THPTQG,30,27.57,,,,,FALSE,7340121,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,7340121,Kinh doanh thương mại,D07,27.57,,THPTQG,30,27.57,,,,,FALSE,7340121,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Thương mại điện tử,Kinh tế - Quản trị kinh doanh - Thương Mại,7340122,Thương mại điện tử,A00,28.02,,THPTQG,30,28.02,,,,,FALSE,7340122,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Thương mại điện tử,Kinh tế - Quản trị kinh doanh - Thương Mại,7340122,Thương mại điện tử,A01,28.02,,THPTQG,30,28.02,,,,,FALSE,7340122,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Thương mại điện tử,Kinh tế - Quản trị kinh doanh - Thương Mại,7340122,Thương mại điện tử,D01,28.02,,THPTQG,30,28.02,,,,,FALSE,7340122,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Thương mại điện tử,Kinh tế - Quản trị kinh doanh - Thương Mại,7340122,Thương mại điện tử,D07,28.02,,THPTQG,30,28.02,,,,,FALSE,7340122,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Tài chính - Ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,7340201,Tài chính - Ngân hàng,A00,27.3,,THPTQG,30,27.3,,,,,FALSE,7340201,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Tài chính - Ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,7340201,Tài chính - Ngân hàng,A01,27.3,,THPTQG,30,27.3,,,,,FALSE,7340201,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Tài chính - Ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,7340201,Tài chính - Ngân hàng,D01,27.3,,THPTQG,30,27.3,,,,,FALSE,7340201,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Tài chính - Ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,7340201,Tài chính - Ngân hàng,D07,27.3,,THPTQG,30,27.3,,,,,FALSE,7340201,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Bảo hiểm,Tài chính - Ngân hàng - Bảo hiểm,7340204,Bảo hiểm,A00,26.71,,THPTQG,30,26.71,,,,,FALSE,7340204,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Bảo hiểm,Tài chính - Ngân hàng - Bảo hiểm,7340204,Bảo hiểm,A01,26.71,,THPTQG,30,26.71,,,,,FALSE,7340204,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Bảo hiểm,Tài chính - Ngân hàng - Bảo hiểm,7340204,Bảo hiểm,D01,26.71,,THPTQG,30,26.71,,,,,FALSE,7340204,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Bảo hiểm,Tài chính - Ngân hàng - Bảo hiểm,7340204,Bảo hiểm,D07,26.71,,THPTQG,30,26.71,,,,,FALSE,7340204,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kế toán,Kế toán - Kiểm toán,7340301,Kế toán,A00,27.29,,THPTQG,30,27.29,,,,,FALSE,7340301,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kế toán,Kế toán - Kiểm toán,7340301,Kế toán,A01,27.29,,THPTQG,30,27.29,,,,,FALSE,7340301,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kế toán,Kế toán - Kiểm toán,7340301,Kế toán,D01,27.29,,THPTQG,30,27.29,,,,,FALSE,7340301,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kế toán,Kế toán - Kiểm toán,7340301,Kế toán,D07,27.29,,THPTQG,30,27.29,,,,,FALSE,7340301,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kiểm toán,Kế toán - Kiểm toán,7340302,Kiểm toán,A00,27.79,,THPTQG,30,27.79,,,,,FALSE,7340302,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kiểm toán,Kế toán - Kiểm toán,7340302,Kiểm toán,A01,27.79,,THPTQG,30,27.79,,,,,FALSE,7340302,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Kiểm toán,Kế toán - Kiểm toán,7340302,Kiểm toán,D01,27.79,,THPTQG,30,27.79,,,,,FALSE,7340302,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Kiểm toán,Kế toán - Kiểm toán,7340302,Kiểm toán,D07,27.79,,THPTQG,30,27.79,,,,,FALSE,7340302,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Khoa học quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7340401,Khoa học quản lý,A00,27.1,,THPTQG,30,27.1,,,,,FALSE,7340401,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Khoa học quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7340401,Khoa học quản lý,A01,27.1,,THPTQG,30,27.1,,,,,FALSE,7340401,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Khoa học quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7340401,Khoa học quản lý,D01,27.1,,THPTQG,30,27.1,,,,,FALSE,7340401,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Khoa học quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7340401,Khoa học quản lý,D07,27.1,,THPTQG,30,27.1,,,,,FALSE,7340401,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,"Quản lý công, nhà nước",Văn hóa - Chính trị - Khoa học Xã hội,7340403,Quản lý công,A00,26.96,,THPTQG,30,26.96,,,,,FALSE,7340403,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,"Quản lý công, nhà nước",Văn hóa - Chính trị - Khoa học Xã hội,7340403,Quản lý công,A01,26.96,,THPTQG,30,26.96,,,,,FALSE,7340403,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,"Quản lý công, nhà nước",Văn hóa - Chính trị - Khoa học Xã hội,7340403,Quản lý công,D01,26.96,,THPTQG,30,26.96,,,,,FALSE,7340403,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,"Quản lý công, nhà nước",Văn hóa - Chính trị - Khoa học Xã hội,7340403,Quản lý công,D07,26.96,,THPTQG,30,26.96,,,,,FALSE,7340403,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị nhân lực,Nhân sự - Hành chính,7340404,Quản trị nhân lực,A00,27.25,,THPTQG,30,27.25,,,,,FALSE,7340404,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị nhân lực,Nhân sự - Hành chính,7340404,Quản trị nhân lực,A01,27.25,,THPTQG,30,27.25,,,,,FALSE,7340404,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị nhân lực,Nhân sự - Hành chính,7340404,Quản trị nhân lực,D01,27.25,,THPTQG,30,27.25,,,,,FALSE,7340404,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Quản trị nhân lực,Nhân sự - Hành chính,7340404,Quản trị nhân lực,D07,27.25,,THPTQG,30,27.25,,,,,FALSE,7340404,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Hệ thống thông tin quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7340405,Hệ thống thông tin quản lý,A00,36.36,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.27,Toán,,,,FALSE,7340405,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Hệ thống thông tin quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7340405,Hệ thống thông tin quản lý,A01,36.36,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.27,Toán,,,,FALSE,7340405,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Hệ thống thông tin quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7340405,Hệ thống thông tin quản lý,D01,36.36,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.27,Toán,,,,FALSE,7340405,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Hệ thống thông tin quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7340405,Hệ thống thông tin quản lý,D07,36.36,Môn Toán hệ số 2,THPTQG - Thang 40,40,27.27,Toán,,,,FALSE,7340405,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7340409,Quản lý dự án,A00,27.15,,THPTQG,30,27.15,,,,,FALSE,7340409,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7340409,Quản lý dự án,A01,27.15,,THPTQG,30,27.15,,,,,FALSE,7340409,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7340409,Quản lý dự án,D01,27.15,,THPTQG,30,27.15,,,,,FALSE,7340409,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7340409,Quản lý dự án,D07,27.15,,THPTQG,30,27.15,,,,,FALSE,7340409,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Luật,Công an - Quân đội,7380101,Luật,A00,26.91,,THPTQG,30,26.91,,,,,FALSE,7380101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Luật,Công an - Quân đội,7380101,Luật,A01,26.91,,THPTQG,30,26.91,,,,,FALSE,7380101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Luật,Công an - Quân đội,7380101,Luật,D01,26.91,,THPTQG,30,26.91,,,,,FALSE,7380101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Luật,Công an - Quân đội,7380101,Luật,D07,26.91,,THPTQG,30,26.91,,,,,FALSE,7380101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Truyền thông Marketing,Báo chí - Marketing - Quảng cáo - PR,7380107,Luật kinh tế,A00,27.05,,THPTQG,30,27.05,,,,,FALSE,7380107,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Truyền thông Marketing,Báo chí - Marketing - Quảng cáo - PR,7380107,Luật kinh tế,A01,27.05,,THPTQG,30,27.05,,,,,FALSE,7380107,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Truyền thông Marketing,Báo chí - Marketing - Quảng cáo - PR,7380107,Luật kinh tế,D01,27.05,,THPTQG,30,27.05,,,,,FALSE,7380107,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Truyền thông Marketing,Báo chí - Marketing - Quảng cáo - PR,7380107,Luật kinh tế,D07,27.05,,THPTQG,30,27.05,,,,,FALSE,7380107,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Khoa học Máy tính,Công nghệ thông tin - Tin học,7480101,Khoa học máy tính,A00,35.55,Môn Toán hệ số 2,THPTQG - Thang 40,40,26.66,Toán,,,,FALSE,7480101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Khoa học Máy tính,Công nghệ thông tin - Tin học,7480101,Khoa học máy tính,A01,35.55,Môn Toán hệ số 2,THPTQG - Thang 40,40,26.66,Toán,,,,FALSE,7480101,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Khoa học Máy tính,Công nghệ thông tin - Tin học,7480101,Khoa học máy tính,D01,35.55,Môn Toán hệ số 2,THPTQG - Thang 40,40,26.66,Toán,,,,FALSE,7480101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Khoa học Máy tính,Công nghệ thông tin - Tin học,7480101,Khoa học máy tính,D07,35.55,Môn Toán hệ số 2,THPTQG - Thang 40,40,26.66,Toán,,,,FALSE,7480101,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Hệ thống thông tin quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7480104,Hệ thống thông tin,A00,35.94,Môn Toán hệ số 2,THPTQG - Thang 40,40,26.95,Toán,,,,FALSE,7480104,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Hệ thống thông tin quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7480104,Hệ thống thông tin,A01,35.94,Môn Toán hệ số 2,THPTQG - Thang 40,40,26.95,Toán,,,,FALSE,7480104,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Hệ thống thông tin quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7480104,Hệ thống thông tin,D01,35.94,Môn Toán hệ số 2,THPTQG - Thang 40,40,26.95,Toán,,,,FALSE,7480104,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Hệ thống thông tin quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,7480104,Hệ thống thông tin,D07,35.94,Môn Toán hệ số 2,THPTQG - Thang 40,40,26.95,Toán,,,,FALSE,7480104,FALSE,D
KHA,Đại Học Kinh Tế Quốc Dân,Công nghệ thông tin,Công nghệ thông tin - Tin học,7480201,Công nghệ thông tin,A00,35.17,Môn Toán hệ số 2,THPTQG - Thang 40,40,26.38,Toán,,,,FALSE,7480201,FALSE,A
KHA,Đại Học Kinh Tế Quốc Dân,Công nghệ thông tin,Công nghệ thông tin - Tin học,7480201,Công nghệ thông tin,A01,35.17,Môn Toán hệ số 2,THPTQG - Thang 40,40,26.38,Toán,,,,FALSE,7480201,FALSE,A
